iter	Passed	Remaining
1662	114839	170704
1663	114942	170687
1664	115045	170667
1665	115120	170608
1666	115194	170546
1667	115259	170470
1668	115443	170571
1669	115578	170599
1670	115720	170636
1671	115810	170598
1672	115916	170584
1673	116062	170627
1674	116159	170598
1675	116238	170542
1676	116336	170516
1677	116410	170453
1678	116473	170374
1679	116522	170275
1680	116581	170190
1681	116648	170117
1682	116709	170036
1683	116776	169964
1684	116835	169879
1685	116897	169798
1686	116957	169717
1687	117024	169643
1688	117088	169566
1689	117156	169494
1690	117232	169435
1691	117306	169373
1692	117378	169307
1693	117458	169254
1694	117533	169192
1695	117603	169124
1696	117672	169054
1697	117742	168985
1698	117811	168915
1699	117880	168846
1700	117962	168795
1701	118033	168727
1702	118100	168655
1703	118174	168593
1704	118247	168529
1705	118316	168459
1706	118391	168396
1707	118461	168329
1708	118538	168271
1709	118622	168221
1710	118698	168162
1711	118775	168103
1712	118850	168042
1713	118924	167979
1714	118999	167917
1715	119073	167854
1716	119140	167782
1717	119218	167724
1718	119302	167675
1719	119372	167607
1720	119444	167541
1721	119675	167698
1722	119704	167571
1723	119831	167583
1724	119928	167552
1725	120004	167492
1726	120081	167432
1727	120161	167378
1728	120235	167314
1729	120319	167265
1730	120383	167188
1731	120451	167115
1732	120523	167049
1733	120607	167000
1734	120686	166944
1735	120763	166884
1736	120836	166819
1737	120895	166734
1738	120954	166651
1739	121032	166594
1740	121101	166523
1741	121169	166451
1742	121239	166383
1743	121316	166323
1744	121375	166239
1745	121439	166162
1746	121501	166082
1747	121567	166008
1748	121636	165937
1749	121716	165881
1750	121794	165824
1751	121862	165752
1752	121938	165691
1753	122008	165623
1754	122083	165561
1755	122154	165493
1756	122225	165425
1757	122307	165372
1758	122393	165325
1759	122469	165264
1760	122535	165189
1761	122599	165113
1762	122666	165040
1763	122735	164968
1764	122798	164890
1765	122860	164810
1766	122930	164742
1767	122993	164663
1768	123066	164598
1769	123135	164528
1770	123206	164461
1771	123288	164407
1772	123370	164354
1773	123444	164291
1774	123518	164226
1775	123583	164151
1776	123654	164083
1777	123722	164012
1778	123800	163953
1779	123870	163884
1780	123936	163810
1781	124003	163736
1782	124065	163658
1783	124135	163588
1784	124204	163518
1785	124286	163464
1786	124362	163404
1787	124433	163336
1788	124503	163267
1789	124569	163193
1790	124638	163122
1791	124712	163058
1792	124776	162981
1793	124837	162901
1794	124903	162827
1795	124966	162748
1796	125039	162683
1797	125108	162613
1798	125176	162541
1799	125244	162470
1800	125310	162395
1801	125375	162320
1802	125451	162258
1803	125518	162185
1804	125584	162111
1805	125655	162044
1806	125723	161972
1807	125789	161898
1808	125860	161830
1809	125925	161755
1810	125995	161685
1811	126058	161608
1812	126126	161536
1813	126197	161469
1814	126271	161405
1815	126277	161253
1816	126354	161194
1817	126430	161132
1818	126496	161058
1819	126588	161017
1820	126673	160968
1821	126744	160900
1822	126808	160823
1823	126876	160752
1824	126947	160683
1825	127024	160624
1826	127103	160565
1827	127181	160507
1828	127253	160441
1829	127331	160382
1830	127395	160305
1831	127463	160233
1832	127528	160158
1833	127596	160087
1834	127662	160012
1835	127751	159967
1836	127836	159917
1837	127918	159863
1838	127988	159794
1839	128063	159731
1840	128143	159675
1841	128216	159609
1842	128301	159559
1843	128378	159497
1844	128456	159439
1845	128539	159385
1846	128621	159331
1847	128691	159262
1848	128758	159190
1849	128836	159129
1850	128916	159073
1851	128995	159016
1852	129059	158939
1853	129116	158854
1854	129174	158770
1855	129238	158692
1856	129303	158617
1857	129375	158550
1858	129446	158483
1859	129514	158411
1860	129584	158342
1861	129657	158276
1862	129731	158211
1863	129810	158154
1864	129891	158098
1865	129961	158029
1866	130026	157954
1867	130095	157882
1868	130157	157805
1869	130226	157733
1870	130292	157660
1871	130352	157579
1872	130420	157506
1873	130433	157369
1874	130500	157296
1875	130565	157221
1876	130636	157153
1877	130708	157086
1878	130782	157022
1879	130851	156952
1880	130925	156887
1881	131007	156833
1882	131079	156765
1883	131154	156703
1884	131248	156662
1885	131345	156625
1886	131425	156568
1887	131487	156490
1888	131547	156408
1889	131602	156321
1890	131663	156241
1891	131720	156156
1892	131776	156071
1893	131834	155987
1894	131892	155904
1895	131951	155822
1896	132007	155736
1897	132060	155647
1898	132116	155562
1899	132169	155472
1900	132235	155398
1901	132305	155330
1902	132375	155261
1903	132440	155186
1904	132515	155123
1905	132595	155065
1906	132669	155000
1907	132740	154933
1908	132815	154870
1909	132886	154802
1910	132955	154731
1911	133024	154661
1912	133100	154599
1913	133166	154525
1914	133236	154456
1915	133316	154399
1916	133385	154328
1917	133457	154262
1918	133527	154193
1919	133582	154107
1920	133635	154017
1921	133693	153934
1922	133717	153813
1923	133778	153734
1924	133835	153649
1925	133840	153506
1926	133899	153424
1927	133957	153341
1928	134016	153261
1929	134068	153171
1930	134120	153082
1931	134173	152993
1932	134234	152914
1933	134301	152842
1934	134375	152778
1935	134452	152717
1936	134523	152649
1937	134587	152573
1938	134592	152431
1939	134664	152364
1940	134726	152287
1941	134731	152145
1942	134798	152073
1943	134869	152005
1944	134945	151943
1945	135021	151881
1946	135098	151821
1947	135166	151750
1948	135225	151669
1949	135287	151590
1950	135345	151509
1951	135471	151503
1952	135546	151439
1953	135602	151355
1954	135659	151272
1955	135725	151199
1956	135785	151119
1957	135843	151037
1958	135898	150952
1959	135949	150862
1960	136008	150781
1961	136058	150690
1962	136124	150617
1963	136175	150527
1964	136234	150447
1965	136302	150375
1966	136365	150299
1967	136430	150226
1968	136502	150159
1969	136582	150101
1970	136640	150020
1971	136699	149939
1972	136771	149873
1973	136833	149795
1974	136895	149718
1975	136955	149638
1976	137006	149549
1977	137061	149464
1978	137116	149380
1979	137177	149302
1980	137238	149223
1981	137296	149141
1982	137364	149071
1983	137454	149024
1984	137532	148964
1985	137599	148893
1986	137658	148812
1987	137718	148733
1988	137775	148650
1989	137832	148567
1990	137889	148485
1991	137946	148403
1992	138003	148320
1993	138059	148237
1994	138112	148150
1995	138169	148068
1996	138235	147996
1997	138300	147922
1998	138367	147850
1999	138427	147771
2000	138488	147693
2001	138544	147610
2002	138596	147522
2003	138648	147434
2004	138715	147363
2005	138779	147289
2006	138840	147210
2007	138907	147139
2008	138983	147077
2009	139054	147009
2010	139124	146941
2011	139199	146879
2012	139263	146804
2013	139335	146738
2014	139404	146668
2015	139459	146584
2016	139513	146499
2017	139576	146424
2018	139660	146369
2019	139726	146298
2020	139792	146225
2021	139862	146156
2022	139925	146080
2023	140003	146021
2024	140064	145944
2025	140123	145864
2026	140181	145783
2027	140246	145710
2028	140310	145635
2029	140315	145499
2030	140367	145413
2031	140428	145334
2032	140486	145254
2033	140535	145164
2034	140588	145078
2035	140647	144999
2036	140702	144915
2037	140756	144830
2038	140809	144745
2039	140867	144665
2040	140924	144583
2041	140978	144499
2042	141033	144415
2043	141095	144339
2044	141152	144258
2045	141216	144184
2046	141279	144108
2047	141353	144045
2048	141419	143972
2049	141474	143889
2050	141530	143808
2051	141589	143728
2052	141645	143646
2053	141705	143567
2054	141764	143489
2055	141824	143411
2056	141886	143334
2057	141942	143252
2058	142001	143173
2059	142058	143093
2060	142114	143011
2061	142168	142927
2062	142221	142841
2063	142275	142758
2064	142340	142685
2065	142409	142616
2066	142477	142546
2067	142532	142463
2068	142589	142382
2069	142649	142304
2070	142712	142229
2071	142775	142154
2072	142836	142078
2073	142894	141998
2074	142956	141922
2075	143024	141853
2076	143085	141776
2077	143151	141704
2078	143219	141634
2079	143279	141557
2080	143340	141480
2081	143408	141410
2082	143476	141341
2083	143544	141271
2084	143616	141205
2085	143677	141128
2086	143736	141050
2087	143793	140969
2088	143857	140896
2089	143918	140819
2090	143978	140742
2091	144048	140674
2092	144111	140600
2093	144166	140517
2094	144229	140443
2095	144302	140377
2096	144370	140308
2097	144428	140229
2098	144498	140161
2099	144574	140099
2100	144661	140048
2101	144740	139989
2102	144804	139915
2103	144868	139841
2104	144929	139765
2105	144988	139687
2106	145046	139608
2107	145102	139526
2108	145166	139453
2109	145226	139375
2110	145287	139299
2111	145357	139232
2112	145422	139159
2113	145505	139104
2114	145580	139041
2115	145651	138974
2116	145728	138913
2117	145790	138838
2118	145850	138761
2119	145912	138685
2120	145974	138610
2121	146032	138531
2122	146091	138453
2123	146152	138377
2124	146217	138304
2125	146277	138227
2126	146343	138156
2127	146357	138035
2128	146426	137967
2129	146493	137896
2130	146565	137830
2131	146644	137771
2132	146726	137715
2133	146796	137647
2134	146860	137573
2135	146926	137503
2136	146993	137432
2137	147069	137370
2138	147142	137305
2139	147216	137242
2140	147294	137180
2141	147365	137114
2142	147446	137057
2143	147522	136995
2144	147596	136931
2145	147676	136872
2146	147752	136810
2147	147822	136742
2148	147895	136677
2149	147911	136560
2150	147985	136496
2151	148061	136434
2152	148134	136368
2153	148209	136305
2154	148292	136250
2155	148380	136198
2156	148465	136145
2157	148544	136085
2158	148628	136030
2159	148712	135975
2160	148787	135912
2161	148863	135850
2162	148937	135785
2163	149010	135720
2164	149082	135654
2165	149157	135591
2166	149236	135531
2167	149313	135469
2168	149385	135404
2169	149457	135338
2170	149536	135278
2171	149617	135220
2172	149699	135163
2173	149777	135103
2174	149850	135037
2175	149926	134975
2176	150005	134915
2177	150080	134851
2178	150161	134793
2179	150231	134726
2180	150305	134661
2181	150372	134590
2182	150447	134527
2183	150523	134465
2184	150612	134413
2185	150694	134356
2186	150772	134295
2187	150851	134235
2188	150939	134184
2189	151028	134132
2190	151114	134078
2191	151199	134024
2192	151281	133966
2193	151363	133909
2194	151527	133924
2195	151623	133878
2196	151711	133826
2197	151797	133772
2198	151885	133719
2199	151968	133663
2200	152050	133605
2201	152123	133540
2202	152205	133482
2203	152291	133428
2204	152366	133363
2205	152443	133301
2206	152526	133244
2207	152607	133185
2208	152689	133128
2209	152775	133073
2210	152855	133013
2211	152926	132946
2212	152932	132822
2213	153010	132761
2214	153084	132696
2215	153159	132632
2216	153243	132576
2217	153326	132518
2218	153402	132455
2219	153476	132390
2220	153548	132324
2221	153615	132252
2222	153694	132192
2223	153779	132136
2224	153856	132074
2225	153932	132011
2226	154009	131949
2227	154088	131888
2228	154168	131828
2229	154240	131761
2230	154311	131693
2231	154393	131635
2232	154472	131575
2233	154552	131515
2234	154630	131453
2235	154707	131390
2236	154779	131323
2237	154852	131257
2238	154924	131190
2239	155001	131128
2240	155077	131064
2241	155152	131000
2242	155226	130935
2243	155300	130870
2244	155376	130806
2245	155451	130742
2246	155523	130675
2247	155604	130616
2248	155679	130551
2249	155754	130487
2250	155829	130423
2251	155912	130365
2252	155994	130306
2253	156093	130262
2254	156194	130219
2255	156202	130099
2256	156376	130117
2257	156479	130076
2258	156577	130031
2259	156654	129967
2260	156747	129917
2261	156850	129876
2262	156955	129836
2263	157049	129788
2264	157134	129731
2265	157218	129673
2266	157298	129613
2267	157407	129576
2268	157483	129512
2269	157565	129453
2270	157644	129392
2271	157724	129331
2272	157789	129258
2273	157867	129195
2274	157950	129137
2275	158028	129074
2276	158108	129014
2277	158220	128979
2278	158302	128920
2279	158394	128869
2280	158503	128831
2281	158588	128775
2282	158673	128717
2283	158746	128651
2284	158826	128590
2285	158918	128539
2286	158992	128473
2287	159080	128418
2288	159161	128358
2289	159251	128305
2290	159344	128254
2291	159419	128189
2292	159519	128144
2293	159600	128083
2294	159675	128019
2295	159766	127966
2296	159846	127905
2297	159923	127841
2298	160012	127786
2299	160094	127727
2300	160171	127663
2301	160254	127604
2302	160340	127548
2303	160412	127480
2304	160484	127412
2305	160552	127341
2306	160621	127271
2307	160700	127209
2308	160775	127144
2309	160864	127089
2310	160945	127029
2311	161036	126976
2312	161120	126918
2313	161213	126866
2314	161284	126798
2315	161293	126680
2316	161371	126617
2317	161445	126551
2318	161520	126485
2319	161614	126435
2320	161689	126370
2321	161766	126306
2322	161837	126237
2323	161913	126172
2324	161980	126101
2325	162054	126034
2326	162128	125968
2327	162137	125851
2328	162213	125786
2329	162292	125724
2330	162368	125660
2331	162442	125593
2332	162514	125525
2333	162597	125465
2334	162668	125397
2335	162738	125328
2336	162811	125260
2337	162880	125191
2338	162975	125140
2339	163057	125080
2340	163125	125009
2341	163208	124949
2342	163296	124894
2343	163364	124823
2344	163427	124748
2345	163493	124675
2346	163611	124643
2347	163616	124524
2348	163689	124456
2349	163754	124383
2350	163815	124307
2351	163877	124232
2352	163941	124157
2353	164006	124084
2354	164066	124007
2355	164137	123938
2356	164199	123863
2357	164260	123787
2358	164318	123709
2359	164382	123635
2360	164445	123560
2361	164509	123486
2362	164574	123413
2363	164630	123333
2364	164687	123254
2365	164745	123175
2366	164799	123095
2367	164862	123020
2368	164925	122945
2369	164989	122872
2370	165055	122799
2371	165138	122739
2372	165226	122683
2373	165304	122620
2374	165309	122502
2375	165377	122432
2376	165436	122354
2377	165499	122280
2378	165561	122204
2379	165617	122125
2380	165687	122056
2381	165762	121990
2382	165829	121919
2383	165902	121852
2384	165969	121780
2385	166036	121708
2386	166099	121634
2387	166167	121563
2388	166238	121495
2389	166315	121431
2390	166395	121369
2391	166468	121301
2392	166541	121235
2393	166618	121170
2394	166694	121105
2395	166761	121034
2396	166839	120971
2397	166909	120901
2398	166983	120834
2399	167074	120780
2400	167178	120735
2401	167255	120671
2402	167320	120599
2403	167381	120522
2404	167449	120452
2405	167516	120380
2406	167580	120307
2407	167637	120228
2408	167699	120153
2409	167764	120080
2410	167833	120010
2411	167901	119939
2412	167972	119870
2413	168043	119802
2414	168116	119734
2415	168198	119674
2416	168269	119605
2417	168329	119529
2418	168387	119451
2419	168441	119370
2420	168512	119302
2421	168579	119230
2422	168654	119164
2423	168728	119098
2424	168808	119035
2425	168891	118975
2426	168967	118910
2427	169049	118849
2428	169122	118782
2429	169185	118708
2430	169255	118638
2431	169326	118570
2432	169396	118500
2433	169483	118443
2434	169556	118376
2435	169638	118315
2436	169718	118252
2437	169795	118188
2438	169872	118124
2439	169942	118054
2440	170016	117987
2441	170087	117919
2442	170156	117848
2443	170161	117734
2444	170233	117666
2445	170310	117601
2446	170380	117532
2447	170454	117465
2448	170533	117402
2449	170640	117358
2450	170713	117291
2451	170778	117218
2452	170842	117144
2453	170903	117069
2454	170967	116996
2455	171031	116922
2456	171094	116848
2457	171160	116776
2458	171234	116709
2459	171310	116644
2460	171381	116575
2461	171457	116510
2462	171533	116445
2463	171607	116378
2464	171612	116265
2465	171683	116195
2466	171752	116125
2467	171819	116054
2468	171894	115988
2469	171966	115920
2470	172039	115853
2471	172114	115787
2472	172185	115718
2473	172261	115653
2474	172345	115593
2475	172408	115518
2476	172472	115446
2477	172540	115374
2478	172602	115300
2479	172662	115224
2480	172743	115162
2481	172813	115092
2482	172883	115023
2483	172949	114951
2484	172954	114838
2485	173022	114768
2486	173093	114699
2487	173162	114629
2488	173228	114557
2489	173296	114487
2490	173370	114420
2491	173452	114358
2492	173523	114290
2493	173590	114219
2494	173657	114147
2495	173662	114035
2496	173734	113967
2497	173822	113910
2498	173905	113849
2499	173972	113778
2500	174036	113704
2501	174094	113627
2502	174149	113548
2503	174209	113472
2504	174277	113401
2505	174340	113328
2506	174410	113259
2507	174498	113201
