error	run_time
13295647.0	0.0
12476837.0	0.0015578269958496094
12066408.0	0.0034379959106445312
11407228.0	0.005011081695556641
10936998.0	0.006454944610595703
10759954.0	0.008342981338500977
10408864.0	0.010666847229003906
10374702.0	0.012182950973510742
9857804.0	0.013748884201049805
9773594.0	0.015207052230834961
9773594.0	0.016592979431152344
9448712.0	0.018354177474975586
9092622.0	0.019980907440185547
9027652.0	0.02166008949279785
8349169.0	0.023113012313842773
8349169.0	0.024417877197265625
8349169.0	0.02567005157470703
8251169.0	0.0272979736328125
8251169.0	0.028681039810180664
8251169.0	0.02994704246520996
8244548.0	0.031411170959472656
8244548.0	0.03284907341003418
8244548.0	0.03410696983337402
8244548.0	0.035650014877319336
8235613.0	0.03715801239013672
7901898.0	0.0385890007019043
7901898.0	0.03982806205749512
7823107.0	0.04127097129821777
7780749.0	0.04271101951599121
7669399.0	0.04415297508239746
7603836.0	0.04558706283569336
7597434.0	0.047019004821777344
7597434.0	0.048255205154418945
7597434.0	0.049475908279418945
7572382.0	0.05089592933654785
7389363.0	0.05242204666137695
7224453.0	0.053856849670410156
7224453.0	0.055097103118896484
7224453.0	0.056329965591430664
7137304.0	0.05774879455566406
7128338.0	0.059162139892578125
7128338.0	0.06046295166015625
7128338.0	0.06170511245727539
7128338.0	0.06293296813964844
7128338.0	0.06416201591491699
7086768.0	0.06558823585510254
7086768.0	0.0668189525604248
7086768.0	0.0680539608001709
6903966.0	0.06948709487915039
6847005.0	0.07090187072753906
6847005.0	0.07212996482849121
6826559.0	0.07350707054138184
6826559.0	0.07472610473632812
6826559.0	0.0761098861694336
6826559.0	0.07738900184631348
6826559.0	0.07885885238647461
6826559.0	0.08005905151367188
6826559.0	0.08129191398620605
6826559.0	0.08250689506530762
6826559.0	0.08372902870178223
6826559.0	0.08495616912841797
6820984.0	0.08637785911560059
6820984.0	0.08778595924377441
6820984.0	0.08903908729553223
6820984.0	0.09027385711669922
6820984.0	0.09147500991821289
6820984.0	0.09266901016235352
6820984.0	0.09391617774963379
6820984.0	0.09514212608337402
6820984.0	0.09634613990783691
6820984.0	0.09754419326782227
6820984.0	0.09873294830322266
6816972.0	0.10022687911987305
6810150.0	0.10165691375732422
6810150.0	0.10299515724182129
6810150.0	0.10437202453613281
6810150.0	0.10562491416931152
6810150.0	0.10691499710083008
6810150.0	0.10817098617553711
6790026.0	0.10963797569274902
6790026.0	0.11090302467346191
6790026.0	0.11214089393615723
6756868.0	0.11357307434082031
6756868.0	0.11481094360351562
6756868.0	0.1160581111907959
6756868.0	0.11729097366333008
6756868.0	0.11852407455444336
6756868.0	0.11982202529907227
6756868.0	0.12124395370483398
6756868.0	0.12247323989868164
6756868.0	0.12372398376464844
6756868.0	0.12495088577270508
6756868.0	0.12616419792175293
6756868.0	0.12737083435058594
6756868.0	0.1285700798034668
6756868.0	0.1297750473022461
6756868.0	0.13097691535949707
