error	run_time
373.0	0.0
333.0	0.0005769729614257812
306.0	0.0011241436004638672
299.0	0.0015990734100341797
299.0	0.0019719600677490234
272.0	0.0024290084838867188
272.0	0.00279998779296875
272.0	0.003231048583984375
254.0	0.0036890506744384766
229.0	0.004148006439208984
229.0	0.004525184631347656
229.0	0.004895925521850586
229.0	0.005252838134765625
229.0	0.005613088607788086
229.0	0.00598597526550293
229.0	0.006417036056518555
229.0	0.006894826889038086
229.0	0.007328033447265625
229.0	0.007730960845947266
229.0	0.008094072341918945
229.0	0.008463859558105469
229.0	0.00882411003112793
229.0	0.009189844131469727
229.0	0.009599924087524414
229.0	0.009965181350708008
229.0	0.010323047637939453
229.0	0.010689973831176758
229.0	0.011050939559936523
229.0	0.011425018310546875
229.0	0.011827945709228516
229.0	0.012187004089355469
229.0	0.012551069259643555
229.0	0.012910842895507812
229.0	0.013280153274536133
229.0	0.013746976852416992
229.0	0.014148950576782227
229.0	0.01452016830444336
229.0	0.015072107315063477
229.0	0.015832185745239258
229.0	0.0163421630859375
229.0	0.016759157180786133
229.0	0.017229080200195312
229.0	0.01779794692993164
229.0	0.01835179328918457
229.0	0.018802881240844727
229.0	0.019214153289794922
229.0	0.019630908966064453
229.0	0.020199060440063477
229.0	0.0205690860748291
229.0	0.020925045013427734
229.0	0.021282196044921875
229.0	0.021638870239257812
229.0	0.021989822387695312
229.0	0.022346019744873047
229.0	0.022700071334838867
229.0	0.0230560302734375
229.0	0.02341294288635254
229.0	0.023761987686157227
229.0	0.024119138717651367
229.0	0.02447199821472168
229.0	0.024825096130371094
229.0	0.0251772403717041
229.0	0.025532960891723633
229.0	0.02591109275817871
229.0	0.026313066482543945
229.0	0.026671886444091797
229.0	0.027022123336791992
229.0	0.027377843856811523
229.0	0.02773308753967285
229.0	0.028087139129638672
229.0	0.02844691276550293
229.0	0.028807878494262695
229.0	0.02917003631591797
229.0	0.02954697608947754
229.0	0.029911041259765625
229.0	0.030277013778686523
229.0	0.03072500228881836
229.0	0.031118154525756836
229.0	0.03147602081298828
229.0	0.031867027282714844
229.0	0.03261399269104004
229.0	0.033141136169433594
229.0	0.03351306915283203
229.0	0.03388500213623047
229.0	0.034339189529418945
229.0	0.034767866134643555
229.0	0.03516101837158203
229.0	0.03557705879211426
229.0	0.03595709800720215
229.0	0.03631997108459473
229.0	0.036679983139038086
229.0	0.03704190254211426
229.0	0.03740286827087402
229.0	0.03775787353515625
229.0	0.03811788558959961
229.0	0.03847503662109375
229.0	0.038832902908325195
229.0	0.03918910026550293
229.0	0.039553165435791016
229.0	0.03991293907165527
229.0	0.04027390480041504
229.0	0.04066205024719238
229.0	0.04108285903930664
229.0	0.04145479202270508
229.0	0.041815996170043945
229.0	0.042276859283447266
229.0	0.04266500473022461
229.0	0.04311990737915039
229.0	0.04350900650024414
229.0	0.043869972229003906
229.0	0.04422402381896973
229.0	0.0445709228515625
229.0	0.0449368953704834
229.0	0.045295000076293945
229.0	0.045747995376586914
229.0	0.046114206314086914
229.0	0.04647707939147949
229.0	0.04683399200439453
229.0	0.047245025634765625
229.0	0.04763293266296387
229.0	0.04798388481140137
229.0	0.04836106300354004
229.0	0.04885101318359375
229.0	0.0493161678314209
229.0	0.04972386360168457
229.0	0.05008888244628906
229.0	0.05066204071044922
229.0	0.051069021224975586
229.0	0.05145597457885742
229.0	0.05181694030761719
229.0	0.05218100547790527
229.0	0.05254411697387695
229.0	0.052900075912475586
229.0	0.05325007438659668
229.0	0.053604841232299805
229.0	0.05397796630859375
229.0	0.05434083938598633
229.0	0.05475902557373047
229.0	0.05514693260192871
229.0	0.05553007125854492
229.0	0.05589723587036133
229.0	0.05624818801879883
