error	steps
491894.0	355.0
491894.0	356.0
491894.0	357.0
491894.0	358.0
491894.0	359.0
491894.0	360.0
491894.0	361.0
491894.0	362.0
491894.0	363.0
491894.0	364.0
491894.0	365.0
491894.0	366.0
491894.0	367.0
491894.0	368.0
491894.0	369.0
491894.0	370.0
491894.0	371.0
491894.0	372.0
491894.0	373.0
491894.0	374.0
491894.0	375.0
491894.0	376.0
491894.0	377.0
491894.0	378.0
491894.0	379.0
491894.0	380.0
491894.0	381.0
491894.0	382.0
491894.0	383.0
491894.0	384.0
491894.0	385.0
491894.0	386.0
491894.0	387.0
491894.0	388.0
491894.0	389.0
491894.0	390.0
491894.0	391.0
491894.0	392.0
491894.0	393.0
491894.0	394.0
491894.0	395.0
491894.0	396.0
491894.0	397.0
491894.0	398.0
491894.0	399.0
491894.0	400.0
491894.0	401.0
491894.0	402.0
491894.0	403.0
491894.0	404.0
491894.0	405.0
491894.0	406.0
491894.0	407.0
491894.0	408.0
491894.0	409.0
491894.0	410.0
491894.0	411.0
491894.0	412.0
491894.0	413.0
491894.0	414.0
491894.0	415.0
491894.0	416.0
491894.0	417.0
491894.0	418.0
491894.0	419.0
491894.0	420.0
491894.0	421.0
491894.0	422.0
491894.0	423.0
491894.0	424.0
491894.0	425.0
491894.0	426.0
491894.0	427.0
491894.0	428.0
491894.0	429.0
491894.0	430.0
491894.0	431.0
491894.0	432.0
491894.0	433.0
491894.0	434.0
491894.0	435.0
491894.0	436.0
491894.0	437.0
491894.0	438.0
491894.0	439.0
491894.0	440.0
491894.0	441.0
491894.0	442.0
491894.0	443.0
491894.0	444.0
491894.0	445.0
491894.0	446.0
491894.0	447.0
491894.0	448.0
491894.0	449.0
491894.0	450.0
491894.0	451.0
491894.0	452.0
491894.0	453.0
491894.0	454.0
491894.0	455.0
491894.0	456.0
491894.0	457.0
491894.0	458.0
491894.0	459.0
491894.0	460.0
491894.0	461.0
491894.0	462.0
491894.0	463.0
491894.0	464.0
491894.0	465.0
491894.0	466.0
491894.0	467.0
491894.0	468.0
491894.0	469.0
491894.0	470.0
491894.0	471.0
491894.0	472.0
491894.0	473.0
491894.0	474.0
491894.0	475.0
491894.0	476.0
491894.0	477.0
491894.0	478.0
491894.0	479.0
491894.0	480.0
491894.0	481.0
491894.0	482.0
491894.0	483.0
491894.0	484.0
491894.0	485.0
491894.0	486.0
491894.0	487.0
491894.0	488.0
491894.0	489.0
491894.0	490.0
491894.0	491.0
491894.0	492.0
491894.0	493.0
491894.0	494.0
491894.0	495.0
491894.0	496.0
491894.0	497.0
491894.0	498.0
491894.0	499.0
491894.0	500.0
491894.0	501.0
491894.0	502.0
491894.0	503.0
491894.0	504.0
491894.0	505.0
491894.0	506.0
491894.0	507.0
491894.0	508.0
491894.0	509.0
491894.0	510.0
491894.0	511.0
491894.0	512.0
491894.0	513.0
491894.0	514.0
491894.0	515.0
491894.0	516.0
491894.0	517.0
491894.0	518.0
491894.0	519.0
491894.0	520.0
491894.0	521.0
491894.0	522.0
491894.0	523.0
491894.0	524.0
491894.0	525.0
491894.0	526.0
491894.0	527.0
491894.0	528.0
491894.0	529.0
491894.0	530.0
491894.0	531.0
491894.0	532.0
491894.0	533.0
491894.0	534.0
491894.0	535.0
491894.0	536.0
491894.0	537.0
491894.0	538.0
491894.0	539.0
491894.0	540.0
491894.0	541.0
491894.0	542.0
491894.0	543.0
491894.0	544.0
491894.0	545.0
491894.0	546.0
491894.0	547.0
491894.0	548.0
491894.0	549.0
491894.0	550.0
491894.0	551.0
491894.0	552.0
491894.0	553.0
491894.0	554.0
491894.0	555.0
491894.0	556.0
491894.0	557.0
491894.0	558.0
491894.0	559.0
491894.0	560.0
491894.0	561.0
491894.0	562.0
491894.0	563.0
491894.0	564.0
491894.0	565.0
491894.0	566.0
491894.0	567.0
491894.0	568.0
491894.0	569.0
491894.0	570.0
491894.0	571.0
491894.0	572.0
491894.0	573.0
491894.0	574.0
491894.0	575.0
491894.0	576.0
491894.0	577.0
491894.0	578.0
491894.0	579.0
491894.0	580.0
491894.0	581.0
491894.0	582.0
491894.0	583.0
491894.0	584.0
491894.0	585.0
491894.0	586.0
491894.0	587.0
491894.0	588.0
491894.0	589.0
491894.0	590.0
491894.0	591.0
491894.0	592.0
491894.0	593.0
491894.0	594.0
491894.0	595.0
491894.0	596.0
491894.0	597.0
491894.0	598.0
491894.0	599.0
491894.0	600.0
491894.0	601.0
491894.0	602.0
491894.0	603.0
491894.0	604.0
491894.0	605.0
491894.0	606.0
491894.0	607.0
491894.0	608.0
491894.0	609.0
491894.0	610.0
491894.0	611.0
491894.0	612.0
491894.0	613.0
491894.0	614.0
491894.0	615.0
491894.0	616.0
491894.0	617.0
491894.0	618.0
491894.0	619.0
491894.0	620.0
491894.0	621.0
491894.0	622.0
491894.0	623.0
491894.0	624.0
491894.0	625.0
491894.0	626.0
491894.0	627.0
491894.0	628.0
491894.0	629.0
491894.0	630.0
491894.0	631.0
491894.0	632.0
491894.0	633.0
491894.0	634.0
491894.0	635.0
491894.0	636.0
491894.0	637.0
491894.0	638.0
491894.0	639.0
491894.0	640.0
491894.0	641.0
491894.0	642.0
491894.0	643.0
491894.0	644.0
491894.0	645.0
491894.0	646.0
491894.0	647.0
491894.0	648.0
491894.0	649.0
491894.0	650.0
491894.0	651.0
491894.0	652.0
491894.0	653.0
491894.0	654.0
491894.0	655.0
491894.0	656.0
491894.0	657.0
491894.0	658.0
491894.0	659.0
491894.0	660.0
491894.0	661.0
491894.0	662.0
491894.0	663.0
491894.0	664.0
491894.0	665.0
491894.0	666.0
491894.0	667.0
491894.0	668.0
491894.0	669.0
491894.0	670.0
491894.0	671.0
491894.0	672.0
491894.0	673.0
491894.0	674.0
491894.0	675.0
491894.0	676.0
491894.0	677.0
491894.0	678.0
491894.0	679.0
491894.0	680.0
491894.0	681.0
491894.0	682.0
491894.0	683.0
491894.0	684.0
491894.0	685.0
491894.0	686.0
491894.0	687.0
491894.0	688.0
491894.0	689.0
491894.0	690.0
491894.0	691.0
491894.0	692.0
491894.0	693.0
491894.0	694.0
491894.0	695.0
491894.0	696.0
491894.0	697.0
491894.0	698.0
491894.0	699.0
491894.0	700.0
491894.0	701.0
491894.0	702.0
491894.0	703.0
491894.0	704.0
491894.0	705.0
491894.0	706.0
491894.0	707.0
491894.0	708.0
491894.0	709.0
491894.0	710.0
491894.0	711.0
491894.0	712.0
491894.0	713.0
491894.0	714.0
491894.0	715.0
491894.0	716.0
491894.0	717.0
491894.0	718.0
491894.0	719.0
491894.0	720.0
491894.0	721.0
491894.0	722.0
491894.0	723.0
491894.0	724.0
491894.0	725.0
491894.0	726.0
491894.0	727.0
491894.0	728.0
491894.0	729.0
491894.0	730.0
491894.0	731.0
491894.0	732.0
491894.0	733.0
491894.0	734.0
491894.0	735.0
491894.0	736.0
491894.0	737.0
491894.0	738.0
491894.0	739.0
491894.0	740.0
491894.0	741.0
491894.0	742.0
491894.0	743.0
491894.0	744.0
491894.0	745.0
491894.0	746.0
491894.0	747.0
491894.0	748.0
491894.0	749.0
491894.0	750.0
491894.0	751.0
491894.0	752.0
491894.0	753.0
491894.0	754.0
491894.0	755.0
491894.0	756.0
491894.0	757.0
491894.0	758.0
491894.0	759.0
491894.0	760.0
491894.0	761.0
491894.0	762.0
491894.0	763.0
491894.0	764.0
491894.0	765.0
491894.0	766.0
491894.0	767.0
491894.0	768.0
491894.0	769.0
491894.0	770.0
491894.0	771.0
491894.0	772.0
491894.0	773.0
491894.0	774.0
491894.0	775.0
491894.0	776.0
491894.0	777.0
491894.0	778.0
491894.0	779.0
491894.0	780.0
491894.0	781.0
491894.0	782.0
491894.0	783.0
491894.0	784.0
491894.0	785.0
491894.0	786.0
491894.0	787.0
491894.0	788.0
491894.0	789.0
491894.0	790.0
491894.0	791.0
491894.0	792.0
491894.0	793.0
491894.0	794.0
491894.0	795.0
491894.0	796.0
491894.0	797.0
491894.0	798.0
491894.0	799.0
491894.0	800.0
491894.0	801.0
491894.0	802.0
491894.0	803.0
491894.0	804.0
491894.0	805.0
491894.0	806.0
491894.0	807.0
491894.0	808.0
491894.0	809.0
491894.0	810.0
491894.0	811.0
