error	run_time
41.5	0.0
17.5	0.00036907196044921875
17.5	0.0007150173187255859
17.5	0.0009751319885253906
17.5	0.0011911392211914062
17.5	0.0014040470123291016
17.5	0.0016129016876220703
17.5	0.001821756362915039
17.5	0.002029895782470703
17.5	0.0022389888763427734
17.5	0.002550840377807617
17.5	0.0027811527252197266
17.5	0.0029947757720947266
17.5	0.003206014633178711
17.5	0.0034160614013671875
17.5	0.0036258697509765625
17.5	0.0038671493530273438
17.5	0.004107952117919922
17.5	0.004338741302490234
17.5	0.004565000534057617
17.5	0.0048449039459228516
17.5	0.005148172378540039
17.5	0.005378007888793945
17.5	0.0056209564208984375
17.5	0.005836009979248047
17.5	0.006150007247924805
17.5	0.0064389705657958984
17.5	0.006653785705566406
17.5	0.006860971450805664
17.5	0.007069826126098633
17.5	0.007277011871337891
17.5	0.007485151290893555
17.5	0.007704973220825195
17.5	0.007915973663330078
17.5	0.008125066757202148
17.5	0.008391141891479492
17.5	0.00860595703125
17.5	0.00881505012512207
17.5	0.00902104377746582
17.5	0.009235143661499023
17.5	0.009446144104003906
17.5	0.009675025939941406
17.5	0.009912967681884766
17.5	0.010152816772460938
17.5	0.010368824005126953
17.5	0.010576963424682617
17.5	0.010783910751342773
17.5	0.010991096496582031
17.5	0.011196136474609375
17.5	0.011401891708374023
17.5	0.011662960052490234
17.5	0.011939048767089844
17.5	0.012249946594238281
17.5	0.01247406005859375
17.5	0.01277780532836914
17.5	0.013093948364257812
17.5	0.01349020004272461
17.5	0.013870000839233398
17.5	0.01423788070678711
17.5	0.014606952667236328
17.5	0.014941215515136719
17.5	0.015160083770751953
17.5	0.01539301872253418
17.5	0.015763044357299805
17.5	0.0160830020904541
17.5	0.016424894332885742
17.5	0.016740083694458008
17.5	0.016969919204711914
17.5	0.0171811580657959
17.5	0.017427921295166016
17.5	0.0178070068359375
17.5	0.01818990707397461
17.5	0.018585920333862305
17.5	0.018958091735839844
17.5	0.019334077835083008
17.5	0.01971292495727539
17.5	0.0200040340423584
17.5	0.020296096801757812
17.5	0.020563125610351562
17.5	0.020850181579589844
17.5	0.021281003952026367
